CustomerID,IndustryRisk,FaceToFaceEstablished,CountryRisk,RelationshipLength
75744,0,1,0,8.59958932238193
10209,0,1,0,7.173169062286106
10214,0,1,0,3.2142368240930868
75750,0,0,0,5.8261464750171115
10217,2,0,0,7.468856947296373
75754,0,0,1,2.3600273785078714
10219,0,0,0,1.8234086242299794
75757,0,0,0,3.3127994524298425
75758,0,1,0,2.6064339493497606
10223,0,1,0,4.804928131416838
10226,0,0,0,2.529774127310062
75762,0,0,0,0.6351813826146475
75766,0,0,0,2.924024640657084
75768,0,1,0,2.5763175906913074
10233,0,1,0,7.433264887063655
10239,0,0,0,8.774811772758385
10242,0,1,0,1.4647501711156743
75778,0,0,0,5.4839151266255985
10244,0,0,0,3.0910335386721424
75785,0,0,0,3.67419575633128
75787,0,0,0,2.7104722792607805
75788,0,0,0,1.5058179329226558
10254,0,0,0,8.15605749486653
10256,1,0,0,0.9363449691991786
75797,0,1,0,6.863791923340178
10263,0,0,0,5.284052019164956
75800,0,1,0,7.594798083504449
10264,0,0,0,8.61054072553046
10267,0,1,0,1.7138945927446954
10268,2,0,0,0.813141683778234
75804,0,0,0,7.915126625598905
10270,0,0,0,2.1765913757700206
10271,0,0,0,5.812457221081451
75805,0,0,0,7.252566735112937
75809,0,1,0,7.789185489390828
75810,0,0,0,7.696098562628337
75803,0,1,0,1.1526351813826146
10276,0,0,0,6.69678302532512
10278,0,0,0,4.583162217659138
75814,0,0,0,2.546201232032854
10285,0,0,0,5.705681040383299
10287,0,0,0,3.381245722108145
10288,0,0,0,6.951403148528406
10289,0,1,0,2.7953456536618755
75826,0,0,0,4.856947296372348
75824,0,1,0,5.06776180698152
10290,0,0,0,6.176591375770021
75830,0,0,0,1.8781656399726214
10297,2,1,0,6.55441478439425
75833,0,1,0,3.0636550308008212
75834,0,0,0,2.8254620123203287
75836,0,1,0,0.6461327857631759
75835,0,0,0,2.0561259411362083
75838,0,0,0,4.950034223134839
75839,0,0,0,9.645448323066393
10303,0,0,0,8.358658453114305
75840,0,0,0,8.698151950718685
10305,0,1,0,9.634496919917865
75845,0,0,0,0.28199863107460643
10310,0,0,0,2.4804928131416837
10313,0,0,0,8.262833675564682
75849,0,0,0,5.062286105407256
10315,0,0,0,9.434633812457221
10316,0,1,0,5.169062286105407
75853,0,1,0,8.120465434633813
75850,0,0,0,6.187542778918549
75857,0,1,0,7.049965776865161
10322,2,0,0,0.31759069130732376
10321,0,0,0,0.8870636550308009
10324,0,1,0,6.187542778918549
10331,1,0,0,1.6892539356605065
75868,0,0,0,2.4476386036960984
75869,0,0,0,7.98631074606434
75870,0,0,0,1.5906913073237507
10336,0,0,0,9.138945927446954
75873,0,0,0,7.60848733744011
75874,0,0,0,0.9226557152635181
75875,0,0,0,9.05681040383299
75877,0,0,0,7.904175222450377
10342,0,1,0,8.49555099247091
75881,0,1,0,7.000684462696783
75882,0,0,0,4.238193018480493
75883,0,0,0,3.3182751540041067
10348,0,0,0,9.089664613278575
75885,0,0,0,0.7994524298425736
10352,2,0,0,18.3709787816564
75888,0,1,0,4.802190280629706
75890,0,1,0,2.2888432580424367
75891,0,0,0,9.00479123887748
10354,0,0,0,7.742642026009582
75892,0,0,0,8.235455167693361
75895,0,0,0,4.251882272416153
75896,0,0,0,8.013689253935661
75898,0,1,0,2.245037645448323
75902,0,0,0,2.3709787816563996
75904,0,0,0,6.223134839151267
10368,0,0,0,8.83230663928816
10370,0,0,0,7.457905544147844
10372,0,0,0,5.9958932238193015
75910,0,0,0,5.670088980150582
10375,0,0,0,2.6694045174537986
75916,0,0,0,5.776865160848733
10381,0,0,0,9.204654346338124
75920,0,1,0,4.511978097193703
10385,1,0,0,1.995893223819302
75922,0,0,0,3.460643394934976
75923,0,1,0,0.48459958932238195
10388,0,0,0,3.3347022587268995
75924,0,0,0,9.995893223819301
75926,0,0,0,5.127994524298426
10390,0,0,0,5.245722108145106
10392,0,1,0,1.352498288843258
75930,0,0,0,2.2614647501711156
75931,0,0,0,0.5722108145106092
10396,0,0,0,12.646132785763175
75933,0,0,0,7.534565366187543
75934,0,1,0,1.1225188227241616
10399,0,0,0,4.454483230663929
10397,0,1,0,1.002053388090349
75936,0,0,0,5.845311430527036
10403,0,0,0,4.1067761806981515
75940,0,0,0,0.7529089664613279
75939,0,0,0,4.635181382614648
10408,0,0,0,2.0643394934976045
75945,0,1,0,7.542778918548939
75948,0,0,0,8.14236824093087
10414,2,0,0,7.863107460643395
75950,0,0,0,8.424366872005475
75951,0,0,0,4.358658453114305
10418,0,0,1,9.470225872689939
75957,0,0,0,8.457221081451062
75958,0,1,0,1.4510609171800137
10423,0,0,0,8.83504449007529
10424,0,0,0,7.493497604380561
75961,0,0,0,9.987679671457906
10426,0,0,0,7.085557837097878
10425,1,1,0,17.141683778234086
10427,0,1,0,3.0855578370978782
75965,0,1,0,8.279260780287474
75962,0,0,0,3.436002737850787
10431,0,0,0,4.9253935660506505
10432,0,0,0,3.7426420260095825
75966,0,0,0,2.0424366872005475
75971,0,0,0,1.4784394250513346
10435,0,1,0,7.036276522929501
75972,0,0,0,6.680355920602327
75975,0,1,0,7.049965776865161
75976,0,0,0,6.395619438740589
10439,0,0,0,3.646817248459959
75978,0,0,0,9.538672142368242
75977,0,1,0,8.33949349760438
10444,0,0,0,9.891854893908283
10443,0,0,1,7.646817248459959
10446,0,0,0,9.645448323066393
10447,0,0,0,1.002053388090349
75984,0,0,0,8.941820670773442
10442,0,1,0,3.260780287474333
75986,0,0,0,4.610540725530458
75987,0,0,0,8.9637234770705
10455,0,1,0,5.760438056125941
10458,0,0,0,8.788501026694044
10459,0,1,0,3.080082135523614
75995,0,0,0,8.914442162902121
10462,2,1,0,3.920602327173169
75999,0,0,0,4.175222450376454
10464,1,0,0,1.6865160848733745
76000,0,1,0,1.2785763175906912
76002,0,0,0,0.30937713894592744
76005,0,0,0,6.795345653661875
10470,2,0,0,1.566050650239562
76006,0,1,0,3.6550308008213555
10473,0,0,0,1.8535249828884326
76010,0,0,0,4.632443531827516
10474,0,1,0,6.146475017111568
76012,0,0,0,0.9911019849418207
76013,0,0,0,7.2881587953456535
76011,0,0,0,4.898015058179329
76017,0,0,0,7.101984941820671
10482,0,1,0,6.2121834360027375
10481,0,0,0,6.9897330595482545
10484,0,0,0,3.583846680355921
76021,0,1,0,4.3668720054757015
10485,0,0,1,2.412046543463381
76025,0,0,0,5.900068446269678
10491,0,1,0,0.11225188227241616
76029,0,1,0,5.675564681724846
76030,0,0,0,9.78507871321013
76032,0,0,0,9.842573579739904
10499,0,0,0,2.7761806981519506
76036,0,1,0,3.6386036960985626
10504,0,0,0,1.648186173853525
76044,0,0,0,6.091718001368926
10512,2,1,0,3.0444900752908968
76053,0,0,0,3.868583162217659
10519,0,1,0,2.294318959616701
76058,0,0,0,1.2019164955509924
10522,0,0,0,5.968514715947981
10527,0,0,0,1.9411362080766599
10528,0,0,0,4.517453798767967
76065,0,0,0,0.12594113620807665
10531,0,1,0,2.020533880903491
10532,0,0,0,7.345653661875428
10533,0,1,0,5.935660506502396
76067,0,1,0,9.489390828199863
10535,0,0,0,7.468856947296373
76070,0,0,0,3.323750855578371
76073,0,1,0,2.195756331279945
10536,0,0,0,6.929500342231348
10539,0,0,0,6.047912388774812
10541,0,1,0,8.380561259411362
10544,0,1,0,4.919917864476386
76081,0,0,0,9.190965092402465
10548,0,0,0,1.379876796714579
76088,0,1,0,5.965776865160849
10554,0,0,0,2.6611909650924024
10555,0,0,0,3.4469541409993156
76093,0,0,0,0.6817248459958932
10557,0,0,0,8.971937029431896
10559,0,1,0,8.229979466119097
76097,0,0,0,0.32854209445585214
10562,0,1,0,3.5071868583162216
10564,0,0,0,1.5249828884325805
76100,0,0,0,2.6009582477754964
10566,0,0,0,3.0417522245037647
76103,0,0,0,2.4777549623545516
76101,0,0,0,5.8699520876112254
10569,0,0,0,0.5694729637234771
10570,2,1,0,3.5373032169746748
76106,0,0,0,8.032854209445585
10574,1,1,0,8.785763175906913
76110,0,1,0,5.752224503764545
76111,0,0,0,6.288843258042436
76114,0,0,0,5.147159479808351
10579,0,1,0,6.209445585215605
76118,0,0,0,9.505817932922655
76119,0,0,0,0.5256673511293635
76120,0,1,0,4.687200547570157
10584,0,0,0,1.3607118412046544
10586,2,1,0,2.297056810403833
10588,0,0,0,1.8124572210814511
76125,0,1,0,1.5331964407939767
10590,0,1,0,7.233401779603011
10592,0,0,0,16.511978097193705
10593,2,0,0,3.3867214236824092
76130,0,1,0,7.753593429158111
10594,0,0,0,1.6043805612594113
76132,0,0,0,2.2861054072553046
10596,0,0,0,3.249828884325804
10598,0,0,0,3.4250513347022586
10600,2,0,0,0.9500342231348392
10602,0,0,0,5.188227241615332
10603,0,0,0,6.715947980835044
76140,0,1,0,2.0369609856262834
76141,0,1,0,2.327173169062286
76142,0,1,0,8.810403832991103
10607,1,1,0,21.218343600273784
76145,0,0,0,3.800136892539357
76146,0,0,0,5.253935660506502
76147,0,1,0,5.420944558521561
10612,1,1,0,2.702258726899384
76148,0,0,0,6.934976043805612
10614,0,0,0,4.761122518822724
76150,0,0,0,1.4072553045859
76151,0,1,0,3.728952772073922
76153,0,0,0,4.895277207392197
10616,0,0,0,6.9021218343600275
76149,0,0,0,2.6611909650924024
10623,1,0,0,7.4661190965092405
10624,0,1,0,2.5023956194387407
76161,0,0,0,6.543463381245722
76162,0,0,0,6.031485284052019
10627,0,0,0,6.151950718685832
76166,0,0,0,5.3579739904175225
10633,2,0,0,0.5557837097878165
76169,0,0,0,5.23750855578371
10635,1,0,0,6.165639972621492
76172,0,0,0,9.960301163586584
10638,0,0,0,6.108145106091718
76176,0,0,0,5.25119780971937
76177,0,0,0,0.3668720054757016
76178,0,0,0,0.3915126625598905
10644,1,1,0,14.053388090349076
76183,0,0,0,1.1252566735112937
10650,0,0,0,5.360711841204655
10651,0,0,0,9.96577686516085
76191,0,0,0,2.1190965092402463
76192,0,0,0,9.91375770020534
76194,0,1,0,7.750855578370979
76198,0,0,0,4.191649555099247
10665,0,0,0,8.892539356605065
10666,0,0,0,6.143737166324435
76203,0,1,0,0.5585215605749486
10668,2,1,0,3.241615331964408
76206,0,1,0,2.3326488706365502
76212,0,0,0,5.437371663244353
10677,2,1,0,11.082819986310746
10678,0,0,0,0.14236824093086928
10679,0,1,0,9.79876796714579
76216,0,1,0,1.4784394250513346
10680,0,0,0,8.607802874743326
76218,0,1,0,1.946611909650924
10684,1,0,0,0.7939767282683093
76221,0,1,0,2.223134839151266
76220,0,1,1,4.238193018480493
76224,0,0,0,2.1574264202600957
10690,0,1,0,5.034907597535934
10691,0,0,0,1.9876796714579055
10692,0,1,0,4.087611225188227
76230,0,0,0,3.7371663244353184
10696,0,1,0,0.8049281314168378
10697,0,1,0,2.757015742642026
10698,1,0,0,14.614647501711156
76233,0,0,0,9.1854893908282
10700,0,0,0,5.01574264202601
10701,0,1,0,1.8261464750171115
76239,0,0,0,1.0212183436002737
76242,0,0,0,5.333333333333333
10709,0,0,0,7.460643394934976
10713,2,0,0,4.574948665297741
10714,0,0,0,5.300479123887748
10715,0,0,0,6.308008213552362
10717,0,0,0,4.876112251882272
76254,0,0,0,5.281314168377824
10719,0,0,0,0.7994524298425736
10721,0,0,0,0.813141683778234
10723,0,1,0,4.251882272416153
76262,0,0,0,0.9062286105407256
76266,0,1,1,5.429158110882957
76269,0,1,0,5.06776180698152
10733,0,1,0,8.4435318275154
76271,0,0,0,9.22381930184805
76273,0,1,0,6.652977412731006
76274,0,0,0,1.7987679671457906
10739,2,1,0,16.71731690622861
76275,0,1,0,9.921971252566735
76278,0,0,0,8.427104722792608
10744,0,0,0,5.782340862422998
10745,0,1,0,4.219028062970568
10746,0,0,0,6.1300479123887746
10747,0,0,0,7.085557837097878
10749,0,0,0,5.9958932238193015
10750,0,0,0,6.012320328542095
10751,0,1,0,5.590691307323751
76295,0,1,0,5.650924024640657
76297,0,0,0,1.4647501711156743
10762,0,1,0,0.7994524298425736
76298,0,0,0,5.344284736481861
10765,0,1,0,1.3004791238877482
10766,0,0,1,1.3360711841204653
10768,0,1,0,5.470225872689938
76310,0,0,0,0.6324435318275154
76311,0,0,0,1.8836413415468858
10776,0,0,0,9.724845995893224
76314,0,1,0,6.625598904859685
10779,0,0,0,4.572210814510609
76318,0,1,0,5.188227241615332
76320,0,0,0,9.08145106091718
10785,0,0,0,5.270362765229295
76321,0,0,0,8.747433264887064
10786,0,1,0,0.33675564681724846
76326,0,0,0,6.6420260095824775
10791,1,0,0,25.867214236824093
10797,0,0,0,5.8507871321013
10798,0,0,0,3.4962354551676933
10799,1,1,0,6.718685831622176
10800,0,1,0,6.655715263518139
76337,0,0,0,7.449691991786447
10802,0,0,0,7.2881587953456535
76335,0,0,0,1.2785763175906912
10805,0,1,0,7.8494182067077345
76342,0,1,0,7.663244353182751
10806,0,1,0,1.9356605065023955
10809,1,1,0,0.2026009582477755
10810,0,1,0,8.960985626283367
76347,0,0,0,4.123203285420945
76348,0,0,0,2.529774127310062
10813,0,0,0,5.546885694729637
76350,0,0,0,8.361396303901437
76352,0,1,0,4.563997262149213
10816,0,0,0,5.7850787132101305
10818,2,0,0,12.16974674880219
10819,0,1,0,6.757015742642026
76355,0,0,0,9.571526351813826
76357,0,0,0,2.327173169062286
10822,0,0,0,2.4969199178644765
76359,0,0,0,9.659137577002053
76356,0,1,0,1.8836413415468858
76361,0,1,0,3.5208761122518824
10826,0,1,0,7.60848733744011
76362,0,0,0,4.7091033538672145
10828,0,0,0,9.935660506502396
76364,0,0,0,6.899383983572895
76366,0,0,0,9.180013689253936
76367,0,0,0,7.189596167008898
10832,1,0,0,4.331279945242985
10834,0,1,0,7.049965776865161
10837,2,1,0,9.708418891170432
10838,0,0,0,7.559206023271732
10839,0,0,0,0.2327173169062286
10840,0,0,0,2.532511978097194
10841,1,0,0,0.971937029431896
76378,0,0,0,1.0212183436002737
76379,0,0,0,0.3887748117727584
10844,0,0,0,4.974674880219028
10845,2,1,0,1.8316221765913758
76381,0,0,0,0.11772758384668036
76380,0,1,0,0.8240930869267625
10847,0,0,0,6.707734428473648
10850,0,0,0,8.402464065708418
10851,0,0,0,1.9247091033538672
76389,0,1,0,3.29637234770705
76392,0,0,0,1.8507871321013005
10857,0,0,0,19.84394250513347
76393,0,1,0,9.015742642026009
10860,0,0,0,2.924024640657084
10862,2,0,0,7.8932238193018485
10864,0,0,0,5.793292265571527
10866,0,0,0,6.499657768651608
76402,0,0,0,6.113620807665982
76404,0,1,0,5.87542778918549
10868,0,0,0,6.420260095824777
10870,0,1,0,4.073921971252567
10874,0,0,0,5.968514715947981
10876,0,1,0,3.1129363449691994
76420,0,0,0,9.91649555099247
10885,0,0,0,9.248459958932239
10886,0,0,1,0.49828884325804246
76421,0,1,0,3.7754962354551678
76424,0,1,0,6.201232032854209
10894,2,0,0,19.619438740588638
10897,0,0,1,4.616016427104722
76437,0,0,0,4.91170431211499
76438,0,0,0,1.273100616016427
10903,0,0,0,0.243668720054757
76445,0,1,0,7.8959616700889805
10912,2,1,0,18.05886379192334
10913,0,0,0,7.162217659137577
76449,0,0,0,1.0266940451745379
10915,0,0,0,3.3921971252566734
10914,0,0,0,3.40041067761807
76453,0,1,0,8.292950034223136
10917,0,0,0,8.788501026694044
76456,0,1,0,7.5893223819301845
10922,1,0,0,2.102669404517454
76460,0,1,0,7.3319644079397674
76461,0,0,0,2.0971937029431897
10926,0,1,0,0.6817248459958932
10927,2,0,0,7.260780287474333
10929,0,0,0,6.850102669404517
10930,0,1,0,5.793292265571527
10934,2,0,0,8.777549623545516
76470,0,0,0,5.90280629705681
10936,2,0,0,6.225872689938399
76475,0,0,0,0.648870636550308
10940,2,0,0,10.976043805612594
76476,0,0,0,2.869267624914442
76478,0,0,0,1.5770020533880904
10944,0,0,0,1.1800136892539357
10945,0,0,0,4.177960301163586
76481,0,0,0,6.910335386721424
10947,2,0,0,4.427104722792608
76484,0,1,0,9.453798767967145
10949,0,0,0,4.777549623545517
76480,0,1,0,8.898015058179329
10952,0,1,0,6.694045174537988
10953,0,0,0,4.041067761806982
10954,0,0,0,2.704996577686516
10955,0,0,0,7.846680355920602
76492,0,0,0,5.8507871321013
76496,0,0,0,2.2669404517453797
76498,0,1,0,9.319644079397673
10963,0,0,0,9.869952087611225
10964,0,0,0,5.032169746748802
76500,0,0,0,6.264202600958248
10966,1,0,0,3.5373032169746748
76503,0,0,0,3.370294318959617
10970,2,0,0,1.429158110882957
76508,0,0,0,2.425735797399042
76510,0,0,0,3.403148528405202
10982,0,1,0,7.441478439425051
10983,0,0,0,6.934976043805612
76518,0,1,0,2.8829568788501025
10987,0,0,0,9.475701574264203
76523,0,0,0,3.0937713894592744
10989,0,0,0,0.30390143737166325
10990,0,0,0,1.5249828884325805
76528,0,0,0,3.0937713894592744
10993,0,0,0,2.9869952087611225
76530,0,0,0,4.164271047227926
10998,0,0,0,0.16427104722792607
76538,0,0,0,9.483915126625599
11003,1,0,0,0.30937713894592744
11004,0,1,0,2.729637234770705
76541,0,0,0,4.123203285420945
11002,0,1,0,8.32580424366872
11007,0,0,0,1.9603011635865846
76543,0,0,0,0.9938398357289527
11012,0,1,0,1.4127310061601643
11013,0,0,0,2.7186858316221767
76550,0,0,0,2.532511978097194
76553,0,0,0,7.509924709103354
11018,2,1,0,11.017111567419576
76559,0,0,0,2.674880219028063
76563,0,0,0,0.7200547570157426
76564,0,0,0,6.3874058863791925
76565,0,0,0,0.8213552361396304
11032,0,0,0,6.8583162217659135
76569,0,0,0,8.16974674880219
76570,0,1,0,3.5017111567419574
11034,0,0,0,4.199863107460644
11036,1,0,1,3.2114989733059547
76572,0,1,0,9.826146475017111
11033,0,0,0,1.4811772758384667
11040,0,0,0,6.91854893908282
76577,0,0,0,1.2402464065708418
11043,0,1,0,4.298425735797399
11044,0,1,0,1.3442847364818618
76585,0,1,0,7.9370294318959616
11051,0,0,0,5.412731006160164
76588,0,0,0,5.894592744695414
15223,0,0,0,8.33949349760438
76593,0,0,0,3.978097193702943
11059,0,0,0,4.27378507871321
76598,0,1,0,3.8767967145790556
76599,0,0,0,5.360711841204655
11066,0,0,0,0.5010266940451745
11072,0,1,0,26.21218343600274
76610,0,0,0,6.98425735797399
76614,0,0,0,8.383299110198495
76615,0,1,0,6.80082135523614
11080,0,0,0,3.671457905544148
11081,0,1,0,3.811088295687885
11084,0,0,0,18.34360027378508
11086,0,0,0,0.8980150581793293
76623,0,0,0,9.097878165639973
76622,0,1,0,8.542094455852157
76625,0,0,0,1.8234086242299794
76627,0,0,0,3.7645448323066395
11094,0,0,0,5.292265571526352
76631,0,0,0,2.8993839835728954
11096,0,0,0,0.188911704312115
76635,0,0,0,9.61533196440794
11101,0,0,0,0.4736481861738535
11104,0,0,0,8.528405201916495
11106,0,1,0,3.5290896646132786
76643,0,0,0,4.336755646817249
76644,0,0,0,5.234770704996578
76650,0,1,0,1.325119780971937
11117,1,1,0,0.12594113620807665
76654,0,1,0,8.479123887748118
76659,0,0,0,3.7782340862423
11124,0,1,0,0.9336071184120466
76661,0,0,0,4.361396303901437
76662,0,1,0,9.396303901437372
76663,0,1,0,9.045859000684462
11130,0,1,0,0.04106776180698152
76667,0,1,0,0.2026009582477755
11132,0,0,0,3.238877481177276
11131,0,1,0,2.5735797399041753
11136,0,0,0,9.702943189596168
11138,0,1,0,9.382614647501711
11139,2,1,0,0.5338809034907598
11140,0,1,0,7.367556468172484
76677,0,0,0,9.489390828199863
11144,2,1,0,2.349075975359343
11145,2,1,0,3.485284052019165
76680,0,1,0,7.321013004791239
11149,0,1,0,8.506502395619439
11150,0,0,0,7.449691991786447
76686,0,0,0,7.039014373716633
11152,0,0,0,2.9842573579739904
11154,0,0,0,2.6913073237508556
76690,0,1,0,9.442847364818617
76695,0,1,0,3.975359342915811
76696,0,0,0,0.1971252566735113
11162,0,0,0,8.668035592060233
11164,0,1,0,0.3066392881587953
11165,2,0,0,0.8980150581793293
11169,1,0,0,5.648186173853525
76705,0,0,0,7.110198494182067
76706,0,1,0,4.908966461327857
76711,0,0,0,9.6290212183436
11177,0,0,0,9.749486652977414
76713,0,1,0,8.290212183436003
76714,0,0,0,4.0
76717,0,1,0,5.464750171115674
11181,0,0,0,7.405886379192334
11183,0,0,0,5.672826830937714
11187,0,1,0,2.4750171115674195
76725,0,0,0,4.490075290896646
76726,0,0,0,8.974674880219029
11192,0,0,0,7.701574264202601
76730,0,0,0,4.870636550308008
76733,0,0,0,9.13347022587269
11197,0,0,0,0.30116358658453113
11200,2,1,0,9.015742642026009
11203,0,0,0,7.041752224503765
76740,0,1,0,2.004106776180698
11204,0,0,0,7.794661190965092
76739,0,0,0,5.489390828199863
76741,0,1,0,9.971252566735114
76751,0,0,0,6.26694045174538
76752,0,0,0,4.459958932238193
11221,2,1,0,0.31759069130732376
11223,2,1,0,3.490759753593429
11227,0,0,0,3.561943874058864
76763,0,0,0,5.021218343600274
76765,0,0,0,6.464065708418891
11232,0,0,0,1.7713894592744694
11234,0,1,0,6.080766598220397
76770,0,1,0,7.107460643394935
11236,0,0,0,5.620807665982204
76771,0,0,0,7.898699520876113
11238,0,0,0,4.501026694045175
76776,0,0,0,4.459958932238193
11245,0,1,0,1.7905544147843941
11252,1,0,0,11.53182751540041
11253,0,1,0,4.769336071184121
76789,0,0,0,1.8672142368240932
76793,0,0,0,9.379876796714578
11257,0,0,0,4.517453798767967
76797,0,0,0,5.730321697467488
11263,0,1,0,2.2012320328542097
76800,0,1,0,0.2053388090349076
11265,0,0,0,7.60848733744011
11266,0,1,0,17.99041752224504
76803,0,0,0,3.252566735112936
76804,0,0,0,6.754277891854894
76809,0,1,0,4.722792607802875
76811,0,0,0,8.8870636550308
11277,0,1,0,7.299110198494182
11278,0,1,0,9.111567419575634
76813,0,0,0,4.1943874058863795
76816,0,0,0,8.752908966461328
11281,0,0,0,0.37782340862423
11282,0,1,0,3.975359342915811
76820,0,0,0,6.850102669404517
11285,0,0,0,5.5715263518138265
11286,0,0,0,5.943874058863792
76822,0,0,0,1.7631759069130732
11288,0,1,0,0.16153319644079397
76824,0,0,0,5.44558521560575
11294,0,0,0,0.3805612594113621
76832,0,0,0,1.3305954825462012
11298,0,0,0,5.2676249144421625
76835,0,0,0,7.260780287474333
11304,0,1,0,5.722108145106092
11305,0,0,0,7.049965776865161
11307,0,0,0,0.621492128678987
11309,0,1,0,3.969883641341547
11312,2,1,0,1.0978781656399725
76850,0,0,0,0.2737850787132101
11316,0,0,0,9.467488021902806
11318,0,1,0,5.631759069130732
11320,2,0,0,4.303901437371663
11321,0,0,0,9.349760438056126
76857,0,0,0,6.116358658453114
11323,0,1,0,0.11225188227241616
11327,0,0,0,9.809719370294319
76864,0,0,0,7.989048596851472
11328,0,0,0,0.919917864476386
11330,2,1,0,17.388090349075977
11331,0,1,0,8.714579055441478
11332,0,0,0,3.969883641341547
76870,0,0,0,1.2950034223134839
76871,0,0,0,5.4839151266255985
11336,0,0,0,1.9794661190965093
11340,0,0,0,0.8815879534565366
11341,2,0,0,1.3661875427789185
76877,0,1,0,5.130732375085558
76880,0,0,0,5.631759069130732
11345,0,1,0,0.30937713894592744
76883,0,0,0,7.145790554414784
11347,0,1,0,3.2553045859000687
11349,0,1,0,4.421629021218344
11350,2,0,0,1.4017796030116358
76887,0,0,0,5.451060917180014
76890,0,0,0,9.730321697467488
11354,0,0,0,4.999315537303217
11359,0,0,0,5.678302532511978
11361,0,0,0,11.471594798083505
76900,0,0,0,9.360711841204655
11367,0,0,0,0.9637234770704997
11369,0,1,0,6.9897330595482545
11370,0,0,0,8.323066392881588
76907,0,0,0,0.15605749486652978
76908,0,0,0,0.13963039014373715
11373,0,0,0,5.429158110882957
76909,0,0,0,0.8459958932238193
76906,0,0,0,0.33127994524298426
11376,0,0,0,7.734428473648186
76912,0,1,0,9.17180013689254
11378,0,0,0,5.735797399041752
76916,0,0,0,6.921286789869952
76918,0,1,0,7.57015742642026
76919,0,0,0,4.870636550308008
11384,0,1,0,5.993155373032169
76925,0,1,0,6.38466803559206
76928,0,0,0,9.94113620807666
76930,0,0,0,8.232717316906228
76931,0,1,0,3.572895277207392
76932,0,0,0,9.850787132101301
76935,0,0,0,1.1937029431895962
76936,0,1,0,8.336755646817249
76937,0,0,0,0.31211498973305957
11400,0,1,0,2.9075975359342916
11403,0,1,0,9.979466119096509
11405,0,0,0,12.054757015742641
11406,2,0,0,0.7446954140999316
11408,0,0,0,2.3874058863791925
11409,1,0,0,11.31006160164271
76944,0,0,0,6.425735797399041
11412,0,0,0,4.312114989733059
11413,1,0,0,1.2813141683778233
76948,0,1,0,2.3627652292950034
76951,0,0,0,5.984941820670773
76954,0,1,0,8.06570841889117
76956,0,0,0,9.678302532511978
76957,0,1,0,7.923340177960301
76958,0,0,0,0.4544832306639288
76960,0,0,0,7.994524298425736
76961,0,0,0,9.067761806981519
76964,0,1,0,1.3579739904175223
11428,0,0,0,1.8699520876112252
11432,0,0,0,4.900752908966461
76969,0,0,0,6.313483915126626
76970,0,0,0,2.5735797399041753
11434,0,0,0,5.607118412046543
11436,1,0,0,13.357973990417522
76968,0,0,0,6.740588637919234
76974,0,0,0,2.209445585215606
76972,0,0,0,6.778918548939083
11440,0,0,0,7.624914442162902
76971,0,1,0,6.71047227926078
76978,0,1,0,0.7611225188227242
11443,0,0,0,7.452429842573579
76980,0,1,0,9.442847364818617
76981,0,0,0,8.470910335386721
76982,0,0,0,9.130732375085557
76977,0,1,0,5.590691307323751
76984,0,1,0,3.676933607118412
11453,0,1,0,7.219712525667351
11454,0,1,0,7.5509924709103355
11455,0,1,0,0.49555099247091033
